state,district,market,commodity,modal_price
Haryana,Kurukshetra,Shahabad APMC,Cauliflower,1000.0
Haryana,Kurukshetra,Shahabad APMC,Banana,3200.0
Haryana,Kurukshetra,Shahabad APMC,Orange,5000.0
Haryana,Kurukshetra,Shahabad APMC,Lemon,8700.0
Haryana,Sirsa,Ellanabad APMC,Mustard,6260.0
Haryana,Sirsa,Ellanabad APMC,Cotton,7050.0
Haryana,Sirsa,kalanwali APMC,Banana,2200.0
Haryana,Kurukshetra,Thanesar APMC,Lemon,13000.0
Haryana,Kurukshetra,Thanesar APMC,Mashrooms,11000.0
Haryana,Kurukshetra,Thanesar APMC,Water Melon,1500.0
Haryana,Kurukshetra,Thanesar APMC,Peas Wet,4000.0
Haryana,Kurukshetra,Thanesar APMC,Cucumbar(Kheera),1800.0
Odisha,Bargarh,Attabira APMC,Tomato,800.0
West Bengal,Malda,Samsi APMC,Potato,450.0
Uttar Pradesh,Agra,Agra APMC,Potato,525.22
Himachal Pradesh,Chamba,PMY Chamba,Carrot,2750.0
Himachal Pradesh,Chamba,PMY Chamba,Brinjal,2750.0
Himachal Pradesh,Chamba,PMY Chamba,French Beans(Frasbean),5750.0
Himachal Pradesh,Chamba,PMY Chamba,Lemon,14500.0
Himachal Pradesh,Chamba,PMY Chamba,Capsicum,4750.0
Himachal Pradesh,Kullu,SMY Bhuntar,Capsicum,3100.0
Himachal Pradesh,Kullu,SMY Bhuntar,Brinjal,3100.0
Himachal Pradesh,Kullu,SMY Bhuntar,Bhindi(Ladies Finger),5300.0
Himachal Pradesh,Kullu,SMY Bhuntar,Bitter gourd,6500.0
Himachal Pradesh,Kullu,SMY Bhuntar,Orange,12500.0
Himachal Pradesh,Kangra,SMY Palampur,Banana,4800.0
Himachal Pradesh,Kangra,SMY Palampur,Onion,2200.0
Himachal Pradesh,Kangra,SMY Palampur,Apple,14500.0
Himachal Pradesh,Kangra,SMY Palampur,Raddish,1900.0
Himachal Pradesh,Kangra,SMY Palampur,Pumpkin,2200.0
Himachal Pradesh,Kangra,SMY Palampur,Bottle gourd,1800.0
Kerala,Kozhikode(Calicut),Palayam APMC,Bitter gourd,3800.0
Kerala,Kozhikode(Calicut),Palayam APMC,Cowpea(Veg),2500.0
Kerala,Kozhikode(Calicut),Palayam APMC,Banana - Green,1800.0
Rajasthan,Jalore,Jalore APMC,Brinjal,800.0
Rajasthan,Jalore,Jalore APMC,Bitter gourd,2600.0
Rajasthan,Jalore,Jalore APMC,Cabbage,900.0
Rajasthan,Jalore,Jalore APMC,Capsicum,2800.0
Rajasthan,Jalore,Jalore APMC,Tinda,1300.0
Rajasthan,Jalore,Jalore APMC,Tomato,900.0
Gujarat,Amreli,Amreli APMC,Castor Seed,6275.0
Gujarat,Amreli,Amreli APMC,Ground Nut Seed,8450.0
Gujarat,Amreli,Amreli APMC,Arhar(Tur/Red Gram)(Whole),7075.0
Gujarat,Amreli,Amreli APMC,"Sesamum(Sesame,Gingelly,Til)",10450.0
Gujarat,Amreli,Amreli APMC,Chili Red,20500.0
Gujarat,Amreli,Amreli APMC,Mustard,6500.0
Gujarat,Amreli,Amreli APMC,Soyabean,5100.0
Gujarat,Amreli,Amreli APMC,Black Gram(Urd Beans)(Whole),6400.0
Odisha,Mayurbhanja,Baripada APMC,Bitter gourd,3800.0
Odisha,Mayurbhanja,Baripada APMC,Bhindi(Ladies Finger),5500.0
Rajasthan,Pali,Pali APMC,Tomato,1000.0
Gujarat,Sabarkantha,Idar APMC,Castor Seed,6415.0
Gujarat,Sabarkantha,Idar APMC,Wheat,3143.0
Uttar Pradesh,Auraiya,Auraiya APMC,Wood,480.0
Uttar Pradesh,Auraiya,Auraiya APMC,Mustard,6500.0
Uttarakhand,Dehradoon,Rishikesh APMC,Onion,1600.0
Uttarakhand,Dehradoon,Rishikesh APMC,Raddish,650.0
Uttarakhand,Dehradoon,Rishikesh APMC,Pumpkin,1450.0
Uttarakhand,Dehradoon,Rishikesh APMC,Field Pea,1200.0
Uttarakhand,Dehradoon,Rishikesh APMC,Banana,1500.0
Uttarakhand,Dehradoon,Rishikesh APMC,Orange,4000.0
Uttarakhand,Dehradoon,Rishikesh APMC,Grapes,4500.0
Haryana,Sonipat,Gohana APMC,Raddish,1000.0
Haryana,Sonipat,Gohana APMC,Carrot,1000.0
Haryana,Sonipat,Gohana APMC,Apple,7000.0
Haryana,Sonipat,Gohana APMC,Guava,4000.0
Haryana,Faridabad,Ballabhgarh APMC,Cucumbar(Kheera),800.0
Haryana,Faridabad,Ballabhgarh APMC,Karbuja(Musk Melon),2000.0
Haryana,Faridabad,Ballabhgarh APMC,Raddish,1000.0
Haryana,Gurgaon,Sohna APMC,Potato,1000.0
Haryana,Gurgaon,Sohna APMC,Tomato,1200.0
Haryana,Hissar,Hansi APMC,Carrot,1500.0
Haryana,Hissar,Hansi APMC,Lemon,8000.0
Haryana,Hissar,Hansi APMC,Pumpkin,750.0
Haryana,Hissar,Hansi APMC,Raddish,900.0
Haryana,Hissar,Hansi APMC,Tomato,1000.0
Telangana,Ranga Reddy,"Kukatpally,RBZ APMC",Sweet Potato,2000.0
Telangana,Ranga Reddy,"Kukatpally,RBZ APMC",Tomato,800.0
Punjab,Fatehgarh,Khamano APMC,Garlic,7000.0
Punjab,Amritsar,Rayya APMC,Peas Wet,1715.0
Punjab,Amritsar,Rayya APMC,Carrot,1210.0
Uttarakhand,Haridwar,Lakshar APMC,Wheat,2600.0
Gujarat,Amreli,Bagasara APMC,Arhar(Tur/Red Gram)(Whole),5380.0
Gujarat,Amreli,Bagasara APMC,Bengal Gram(Gram)(Whole),4950.0
Gujarat,Amreli,Savarkundla APMC,Castor Seed,6100.0
Gujarat,Amreli,Savarkundla APMC,Corriander seed,11250.0
Kerala,Kasargod,Kanjangadu APMC,Arecanut(Betelnut/Supari),43000.0
Kerala,Kannur,Kuthuparambu APMC,Banana,7500.0
Kerala,Kannur,Kuthuparambu APMC,Black pepper,63000.0
Kerala,Kannur,Kuthuparambu APMC,Coconut Oil,28000.0
Kerala,Kannur,Kuthuparambu APMC,Green Chilli,8000.0
Kerala,Kannur,Kuthuparambu APMC,Banana,6500.0
Uttar Pradesh,Fatehpur,Khaga APMC,Wood,500.0
Gujarat,Gir Somnath,Veraval APMC,Soyabean,5250.0
Gujarat,Gir Somnath,Veraval APMC,Wheat,2175.0
Gujarat,Gir Somnath,Veraval APMC,Millets,2500.0
Gujarat,Gir Somnath,Veraval APMC,Bengal Gram(Gram)(Whole),5225.0
Gujarat,Gir Somnath,Veraval APMC,Groundnut,6275.0
Haryana,Mewat,FerozpurZirkha(Nagina) APMC,Cauliflower,1400.0
Haryana,Mewat,FerozpurZirkha(Nagina) APMC,Brinjal,1000.0
Kerala,Pathanamthitta,Ezhamkulam APMC,Rubber,17500.0
Kerala,Kollam,Chathanoor APMC,Little gourd(Kundru),9000.0
Kerala,Pathanamthitta,Ranniangadi APMC,Amaranthus,3400.0
Kerala,Idukki,Nedumkandam APMC,Amla(Nelli Kai),5000.0
Kerala,Idukki,Nedumkandam APMC,Banana - Green,3400.0
Kerala,Ernakulam,Perumbavoor APMC,Indian Beans(Seam),5500.0
Kerala,Ernakulam,Perumbavoor APMC,Banana,2500.0
Kerala,Ernakulam,Perumbavoor APMC,Tomato,3000.0
Kerala,Ernakulam,Perumbavoor APMC,Snakeguard,3000.0
Kerala,Ernakulam,Perumbavoor APMC,Brinjal,3500.0
Kerala,Ernakulam,Perumbavoor APMC,Beetroot,3500.0
Kerala,Ernakulam,Perumbavoor APMC,Cowpea(Veg),3000.0
Kerala,Ernakulam,Perumbavoor APMC,Cucumbar(Kheera),2500.0
Kerala,Ernakulam,Perumbavoor APMC,Elephant Yam(Suran)/Amorphophallus,3500.0
Kerala,Malappuram,Parappanangadi APMC,Amaranthus,2500.0
Kerala,Malappuram,Parappanangadi APMC,Coriander(Leaves),5300.0
Kerala,Malappuram,Parappanangadi APMC,Garlic,12600.0
Kerala,Malappuram,Parappanangadi APMC,Elephant Yam(Suran)/Amorphophallus,2900.0
Kerala,Malappuram,Parappanangadi APMC,Tapioca,2400.0
Kerala,Malappuram,Parappanangadi APMC,Sweet Potato,1800.0
Kerala,Malappuram,Parappanangadi APMC,Snakeguard,3400.0
Kerala,Malappuram,Thirurrangadi APMC,Bottle gourd,2600.0
Kerala,Malappuram,Thirurrangadi APMC,Amaranthus,4300.0
Kerala,Malappuram,Thirurrangadi APMC,Cabbage,2200.0
Kerala,Malappuram,Thirurrangadi APMC,Ginger(Green),9000.0
Kerala,Malappuram,Thirurrangadi APMC,Pumpkin,1600.0
Kerala,Malappuram,Thirurrangadi APMC,Tomato,2100.0
Kerala,Kozhikode(Calicut),Mukkom APMC,Cucumbar(Kheera),2100.0
Kerala,Kozhikode(Calicut),Mukkom APMC,Beetroot,3000.0
Kerala,Kozhikode(Calicut),Mukkom APMC,Carrot,5600.0
Uttarakhand,Haridwar,Bhagwanpur(Naveen Mandi Sthal) APMC,Carrot,700.0
Uttarakhand,Haridwar,Bhagwanpur(Naveen Mandi Sthal) APMC,Cauliflower,556.0
Uttarakhand,Haridwar,Bhagwanpur(Naveen Mandi Sthal) APMC,Potato,450.0
Kerala,Idukki,Kamakshi VFPCK APMC,Banana,2800.0
Punjab,Hoshiarpur,GarhShankar (Kotfatuhi) APMC,Tomato,2400.0
Punjab,Hoshiarpur,GarhShankar (Kotfatuhi) APMC,Banana,3300.0
Punjab,Hoshiarpur,GarhShankar (Kotfatuhi) APMC,Field Pea,4500.0
Himachal Pradesh,Una,SMY Takarla,Pumpkin,1600.0
Rajasthan,Kota,Khatauli APMC,Wheat,2270.0
Rajasthan,Kota,Khatauli APMC,Mustard,7095.0
Uttar Pradesh,Auraiya,Achalda APMC,Wheat,2300.0
Gujarat,Surat,KUKARMUNDA APMC,Castor Seed,6000.0
Uttarakhand,Haridwar,Roorkee APMC,Bitter gourd,750.0
Uttarakhand,Haridwar,Roorkee APMC,Brinjal,650.0
Uttar Pradesh,Agra,Achnera APMC,Wheat,2300.0
Madhya Pradesh,Indore,Indore(F&V) APMC,Papaya,1400.0
Madhya Pradesh,Indore,Indore(F&V) APMC,Orange,5000.0
Madhya Pradesh,Indore,Indore(F&V) APMC,Pumpkin,800.0
Madhya Pradesh,Indore,Indore(F&V) APMC,Bitter gourd,2000.0
Uttar Pradesh,Mahoba,Panwari APMC,Firewood,500.0
Uttar Pradesh,Balrampur,Utraula APMC,Wheat,2414.47
Uttar Pradesh,Etah,Aliganj APMC,Paddy(Common),2450.0
Madhya Pradesh,Badwani,Sendhwa APMC,Wheat,2250.0
Uttar Pradesh,Sitapur,Sidhauli APMC,Potato,500.0
Uttar Pradesh,Sitapur,Sidhauli APMC,Wheat,2406.15
Madhya Pradesh,Shivpuri,Karera(F&V) APMC,Potato,800.0
Madhya Pradesh,Shivpuri,Karera(F&V) APMC,Tomato,1000.0
Madhya Pradesh,Morena,Sabalgarh(F&V) APMC,Potato,450.0
Rajasthan,Ganganagar,Sriganganagar (F&V) APMC,Peas Wet,5500.0
Rajasthan,Ganganagar,Sriganganagar (F&V) APMC,Tinda,3000.0
Rajasthan,Ganganagar,Sriganganagar (F&V) APMC,Apple,15000.0
Rajasthan,Ganganagar,Sriganganagar (F&V) APMC,Coriander(Leaves),1800.0
Assam,Kamrup,Fancy Bazaar APMC,Green Peas,4800.0
Uttar Pradesh,Etah,Awagarh APMC,Tomato,1200.0
Uttar Pradesh,Ayodhya,Ayodhya APMC,Wood,420.38
Uttar Pradesh,Azamgarh,Azamgarh APMC,Rice,2467.3
Gujarat,Sabarkantha,Himatnagar APMC,Maize,1900.0
Gujarat,Sabarkantha,Himatnagar APMC,Wheat,2600.0
Gujarat,Surat,Vyra APMC,Arhar(Tur/Red Gram)(Whole),8000.0
Gujarat,Banaskanth,Palanpur APMC,Black Gram(Urd Beans)(Whole),4930.0
Gujarat,Gandhinagar,Mansa APMC,Mustard,6525.0
West Bengal,Nadia,Karimpur APMC,Brinjal,4500.0
West Bengal,Bankura,Bishnupur(Bankura) APMC,Rice,4600.0
West Bengal,Bankura,Bishnupur(Bankura) APMC,Onion,1900.0
West Bengal,Bankura,Bishnupur(Bankura) APMC,Potato,380.0
West Bengal,Bankura,Bishnupur(Bankura) APMC,Wheat,3100.0
Gujarat,Mehsana,Kadi APMC,Castor Seed,6450.0
Tamil Nadu,Dharmapuri,Karimangalam(Uzhavar Sandhai),Onion,2500.0
Tamil Nadu,Dharmapuri,Karimangalam(Uzhavar Sandhai),Potato,2700.0
Tamil Nadu,Dharmapuri,Karimangalam(Uzhavar Sandhai),Cauliflower,2900.0
Tamil Nadu,Dharmapuri,Karimangalam(Uzhavar Sandhai),Coriander(Leaves),5750.0
Tamil Nadu,Dharmapuri,Karimangalam(Uzhavar Sandhai),Green Peas,9500.0
Tamil Nadu,Dharmapuri,Karimangalam(Uzhavar Sandhai),Banana - Green,2900.0
Tamil Nadu,Dharmapuri,Karimangalam(Uzhavar Sandhai),Beans,7750.0
Tamil Nadu,Dharmapuri,Karimangalam(Uzhavar Sandhai),Cucumbar(Kheera),3900.0
Tamil Nadu,Dharmapuri,Karimangalam(Uzhavar Sandhai),Thondekai,7750.0
Tamil Nadu,Dharmapuri,Karimangalam(Uzhavar Sandhai),Knool Khol,3400.0
Tamil Nadu,Dharmapuri,Karimangalam(Uzhavar Sandhai),Indian Beans(Seam),4750.0
Tamil Nadu,Salem,Mecheri(Uzhavar Sandhai),Banana,3750.0
Tamil Nadu,Salem,Mecheri(Uzhavar Sandhai),Brinjal,2650.0
Tamil Nadu,Salem,Mecheri(Uzhavar Sandhai),Bhindi(Ladies Finger),4750.0
Tamil Nadu,Salem,Mecheri(Uzhavar Sandhai),Carrot,4750.0
Tamil Nadu,Salem,Mecheri(Uzhavar Sandhai),Raddish,1800.0
Tamil Nadu,Salem,Mecheri(Uzhavar Sandhai),Drumstick,3500.0
Tamil Nadu,Salem,Mecheri(Uzhavar Sandhai),Lemon,5500.0
Tamil Nadu,Salem,Mecheri(Uzhavar Sandhai),Mint(Pudina),2650.0
Tamil Nadu,Vellore,Pallikonda(Uzhavar Sandhai),Onion,2100.0
Tamil Nadu,Vellore,Pallikonda(Uzhavar Sandhai),Brinjal,2750.0
Tamil Nadu,Vellore,Pallikonda(Uzhavar Sandhai),Cluster beans,3250.0
Tamil Nadu,Vellore,Pallikonda(Uzhavar Sandhai),Pumpkin,1500.0
Tamil Nadu,Vellore,Pallikonda(Uzhavar Sandhai),Coconut,3000.0
Tamil Nadu,Vellore,Pallikonda(Uzhavar Sandhai),Cabbage,2000.0
Tamil Nadu,Vellore,Pallikonda(Uzhavar Sandhai),Drumstick,3500.0
Tamil Nadu,Vellore,Pallikonda(Uzhavar Sandhai),Lemon,9000.0
Tamil Nadu,Vellore,Perampet(Uzhavar Sandhai),Banana,5000.0
Tamil Nadu,Vellore,Perampet(Uzhavar Sandhai),Chikoos(Sapota),3500.0
Tamil Nadu,Vellore,Perampet(Uzhavar Sandhai),Papaya,3500.0
Tamil Nadu,Vellore,Perampet(Uzhavar Sandhai),Ginger(Green),8500.0
Tamil Nadu,Vellore,Perampet(Uzhavar Sandhai),Cucumbar(Kheera),3000.0
Tamil Nadu,Vellore,Perampet(Uzhavar Sandhai),Raddish,2000.0
Tamil Nadu,Vellore,Perampet(Uzhavar Sandhai),Lime,3000.0
Tamil Nadu,Thanjavur,Peravurani(Uzhavar Sandhai),Tomato,2500.0
Tamil Nadu,Thanjavur,Peravurani(Uzhavar Sandhai),Coconut,6000.0
Tamil Nadu,Thanjavur,Peravurani(Uzhavar Sandhai),Snakeguard,4000.0
Tamil Nadu,Thanjavur,Peravurani(Uzhavar Sandhai),Ridgeguard(Tori),5000.0
Tamil Nadu,Thanjavur,Peravurani(Uzhavar Sandhai),Raddish,3000.0
Tamil Nadu,Thanjavur,Peravurani(Uzhavar Sandhai),Lemon,6000.0
Tamil Nadu,Pudukkottai,Ponnamaravathi(Uzhavar Sandhai),Onion,3750.0
Tamil Nadu,Pudukkottai,Ponnamaravathi(Uzhavar Sandhai),Banana - Green,2750.0
Tamil Nadu,Pudukkottai,Ponnamaravathi(Uzhavar Sandhai),Green Avare(W),4750.0
Tamil Nadu,Pudukkottai,Ponnamaravathi(Uzhavar Sandhai),Onion Green,3750.0
Tamil Nadu,Salem,Vazhapadi(Uzhavar Sandhai),Groundnut,6250.0
Tamil Nadu,Salem,Vazhapadi(Uzhavar Sandhai),Brinjal,1950.0
Tamil Nadu,Salem,Vazhapadi(Uzhavar Sandhai),Chikoos(Sapota),2750.0
Tamil Nadu,Salem,Vazhapadi(Uzhavar Sandhai),Papaya,2750.0
Tamil Nadu,Salem,Vazhapadi(Uzhavar Sandhai),Tomato,1250.0
Tamil Nadu,Salem,Vazhapadi(Uzhavar Sandhai),Ginger(Green),7750.0
Tamil Nadu,Salem,Vazhapadi(Uzhavar Sandhai),Sweet Potato,3400.0
Tamil Nadu,Salem,Vazhapadi(Uzhavar Sandhai),Green Avare(W),6800.0
Tamil Nadu,Karur,Gandhigramam(Uzhavar Sandhai),Chikoos(Sapota),3750.0
Tamil Nadu,Karur,Gandhigramam(Uzhavar Sandhai),Bitter gourd,3750.0
Tamil Nadu,Karur,Gandhigramam(Uzhavar Sandhai),Beans,7750.0
Tamil Nadu,Karur,Gandhigramam(Uzhavar Sandhai),Carrot,4750.0
Tamil Nadu,Karur,Gandhigramam(Uzhavar Sandhai),Cabbage,2750.0
Tamil Nadu,Karur,Gandhigramam(Uzhavar Sandhai),Guava,5750.0
Tamil Nadu,Karur,Gandhigramam(Uzhavar Sandhai),Sweet Corn ,3750.0
Rajasthan,Baran,Kawai Salpura - Atru APMC,Bengal Gram(Gram)(Whole),5233.0
Rajasthan,Baran,Kawai Salpura - Atru APMC,Black Gram(Urd Beans)(Whole),5480.0
Punjab,Ropar (Rupnagar),Morinda APMC,Ginger(Green),7250.0
Punjab,Ropar (Rupnagar),Morinda APMC,Coriander(Leaves),1500.0
Punjab,Ropar (Rupnagar),Morinda APMC,Cauliflower,1500.0
Punjab,Ropar (Rupnagar),Morinda APMC,French Beans(Frasbean),6000.0
Punjab,Ropar (Rupnagar),Morinda APMC,Tender Coconut,2750.0
Punjab,Ropar (Rupnagar),Morinda APMC,Garlic,8500.0
Punjab,Ropar (Rupnagar),Morinda APMC,Long Melon(Kakri),2000.0
Punjab,Ropar (Rupnagar),Morinda APMC,Peas Wet,3000.0
Punjab,Ropar (Rupnagar),Morinda APMC,Pumpkin,1200.0
Madhya Pradesh,Ratlam,Jawra(F&V) APMC,Bhindi(Ladies Finger),1700.0
Madhya Pradesh,Ratlam,Jawra(F&V) APMC,Cabbage,1400.0
Gujarat,Patan,Siddhpur APMC,Barley(Jau),2250.0
Gujarat,Patan,Siddhpur APMC,Rajgir,8255.0
Gujarat,Patan,Siddhpur APMC,Bajra(Pearl Millet/Cumbu),2002.0
West Bengal,Coochbehar,Dinhata APMC,Potato,800.0
West Bengal,Medinipur(W),Ghatal APMC,Paddy(Common),2385.0
West Bengal,Medinipur(W),Ghatal APMC,Sweet Pumpkin,2100.0
West Bengal,Medinipur(W),Ghatal APMC,Tomato,1300.0
West Bengal,Medinipur(W),Ghatal APMC,Carrot,1500.0
West Bengal,Medinipur(W),Ghatal APMC,Green Chilli,8200.0
West Bengal,Bankura,Indus(Bankura Sadar) APMC,Sweet Pumpkin,1700.0
West Bengal,Medinipur(E),Kolaghat APMC,Marigold(loose),2000.0
Uttar Pradesh,Balrampur,Balrampur APMC,Paddy(Common),1800.0
Uttar Pradesh,Balrampur,Balrampur APMC,Rice,2200.0
Uttar Pradesh,Banda,Banda APMC,Mustard,6317.83
Uttar Pradesh,Unnao,Bangarmau APMC,Wood,506.42
Uttar Pradesh,Unnao,Bangarmau APMC,Wood,588.71
Uttar Pradesh,Barabanki,Barabanki APMC,Tomato,605.0
Uttar Pradesh,Barabanki,Barabanki APMC,Firewood,440.0
Uttar Pradesh,Barabanki,Barabanki APMC,Mentha Oil,107232.47
Uttar Pradesh,Bareilly,Bareilly APMC,Pegeon Pea(Arhar Fali),10600.0
Uttar Pradesh,Bareilly,Bareilly APMC,Wood,543.69
Uttar Pradesh,Bareilly,Bareilly APMC,Wood,600.0
Uttar Pradesh,Basti,Basti APMC,Paddy(Common),2100.0
Uttar Pradesh,Etawah,Bharthna APMC,Wheat,2393.37
Uttar Pradesh,Etawah,Bharthna APMC,Wood,560.0
Uttar Pradesh,Etawah,Bharthna APMC,Wheat,2350.0
Uttar Pradesh,Etawah,Bharthna APMC,Bajra(Pearl Millet/Cumbu),1851.55
Uttar Pradesh,Hamirpur,Bharuasumerpur APMC,Wood,500.0
Uttar Pradesh,Badaun,Bilsi APMC,Green Chilli,3500.0
Uttar Pradesh,Fatehpur,Bindki APMC,Rice,2510.0
Uttar Pradesh,Sitapur,Viswan APMC,Masur Dal,6564.86
Uttar Pradesh,Sitapur,Viswan APMC,Paddy(Common),1750.0
Uttar Pradesh,Bulandshahar,Buland Shahr APMC,Maize,2200.0
Uttar Pradesh,Chandauli,Chandoli APMC,Rice,3200.0
Uttar Pradesh,Sambhal,Chandausi APMC,Onion,1027.42
Uttar Pradesh,Sambhal,Chandausi APMC,Rice,4000.0
Uttar Pradesh,Aligarh,Charra APMC,Wheat,2490.0
Uttar Pradesh,Aligarh,Charra APMC,Maize,1850.0
Uttar Pradesh,Aligarh,Charra APMC,Potato,850.0
Uttar Pradesh,Aligarh,Charra APMC,Pumpkin,1350.0
Uttar Pradesh,Kannuj,Chhibramau APMC,Potato,451.97
Uttar Pradesh,Saharanpur,Chutmalpur APMC,Pumpkin,800.0
Uttar Pradesh,Saharanpur,Chutmalpur APMC,Raddish,1000.0
Uttar Pradesh,Saharanpur,Chutmalpur APMC,Tomato,1650.0
Uttar Pradesh,Saharanpur,Chutmalpur APMC,Ridgeguard(Tori),2400.0
Uttar Pradesh,Saharanpur,Chutmalpur APMC,Green Chilli,3275.0
Uttar Pradesh,Deoria,Devariya APMC,Wheat,2570.0
Uttar Pradesh,Bulandshahar,Divai APMC,Potato,500.0
Uttar Pradesh,Gonda,Colonelganj APMC,Wood,405.61
Maharashtra,Ahmednagar,Shevgaon(Bodhegaon) APMC,Wheat,2100.0
Maharashtra,Akola,Akola APMC,Bengal Gram(Gram)(Whole),5355.0
Maharashtra,Akola,Akola APMC,Green Gram(Moong)(Whole),4500.0
Maharashtra,Amarawati,Varud(Rajura Bazar) APMC,Green Chilli,3000.0
Maharashtra,Beed,Beed APMC,Arhar(Tur/Red Gram)(Whole),7321.0
Maharashtra,Jalgaon,Bhusaval APMC,Water Melon,1500.0
Maharashtra,Jalgaon,Bhusaval APMC,Papaya,2000.0
Maharashtra,Jalgaon,Bhusaval APMC,Mango(Raw-Ripe),2500.0
Maharashtra,Jalgaon,Bhusaval APMC,Bitter gourd,2200.0
Maharashtra,Jalgaon,Bhusaval APMC,Methi(Leaves),1500.0
Maharashtra,Jalgaon,Bhusaval APMC,Ridgeguard(Tori),2500.0
Maharashtra,Mumbai,Mumbai- Fruit Market APMC,Pomegranate,15000.0
Maharashtra,Mumbai,Mumbai- Fruit Market APMC,Grapes,9500.0
Maharashtra,Mumbai,Mumbai APMC,Green Gram Dal(Moong Dal),10800.0
Maharashtra,Mumbai,Mumbai APMC,Ginger(Green),4500.0
Maharashtra,Mumbai,Mumbai APMC,Carrot,1600.0
Maharashtra,Mumbai,Mumbai APMC,Beans,3300.0
Maharashtra,Mumbai,Mumbai APMC,Onion Green,600.0
Maharashtra,Mumbai,Mumbai APMC,Pumpkin,1300.0
Maharashtra,Mumbai,Mumbai APMC,Snakeguard,2400.0
Maharashtra,Mumbai,Mumbai APMC,Tomato,1250.0
Maharashtra,Mumbai,Mumbai APMC,Ghee,67500.0
Maharashtra,Mumbai,Mumbai APMC,Turmeric,20250.0
Maharashtra,Mumbai,Mumbai APMC,Cummin Seed(Jeera),27000.0
Maharashtra,Mumbai,Mumbai APMC,Cardamoms,260000.0
Maharashtra,Mumbai,Mumbai APMC,Sabu Dan,5150.0
Maharashtra,Mumbai,Mumbai APMC,Wheat,3950.0
Maharashtra,Mumbai,Mumbai APMC,Bengal Gram(Gram)(Whole),7200.0
Maharashtra,Mumbai,Mumbai APMC,Bajra(Pearl Millet/Cumbu),4000.0
Maharashtra,Mumbai,Mumbai APMC,Maize,3250.0
Uttar Pradesh,Farukhabad,Farukhabad APMC,Mustard,6200.0
Uttar Pradesh,Farukhabad,Farukhabad APMC,Wheat,2505.42
Maharashtra,Nagpur,Katol APMC,Cotton,7900.0
Maharashtra,Nagpur,Katol APMC,Arhar(Tur/Red Gram)(Whole),6850.0
Maharashtra,Nashik,Lasalgaon APMC,Onion,1180.0
Maharashtra,Pune,Junnar(Otur) APMC,Cauliflower,800.0
Maharashtra,Pune,Junnar(Otur) APMC,Beans,3200.0
Maharashtra,Pune,Junnar(Otur) APMC,Cucumbar(Kheera),850.0
Maharashtra,Pune,Junnar(Otur) APMC,Drumstick,3250.0
Maharashtra,Pune,Junnar(Otur) APMC,Little gourd(Kundru),3050.0
Maharashtra,Pune,Khed(Chakan) APMC,Potato,1200.0
Maharashtra,Pune,Khed(Chakan) APMC,Carrot,1200.0
Maharashtra,Pune,Khed(Chakan) APMC,Bitter gourd,2000.0
Maharashtra,Pune,Khed(Chakan) APMC,Cabbage,500.0
Maharashtra,Pune,Khed(Chakan) APMC,Spinach,900.0
Maharashtra,Pune,Khed(Chakan) APMC,Drumstick,2500.0
Maharashtra,Pune,Khed(Chakan) APMC,Peas Wet,4500.0
Maharashtra,Pune,Pune APMC,Plum,6000.0
Maharashtra,Pune,Pune APMC,Orange,7000.0
Maharashtra,Pune,Pune APMC,Cauliflower,1050.0
Maharashtra,Pune,Pune APMC,Carrot,1500.0
Maharashtra,Pune,Pune APMC,Beans,4250.0
Maharashtra,Pune,Pune APMC,Cucumbar(Kheera),1150.0
Maharashtra,Pune,Pune APMC,Pumpkin,1750.0
Maharashtra,Pune,Pune APMC,Garlic,12000.0
Maharashtra,Pune,Pune APMC,Snakeguard,2250.0
Maharashtra,Pune,Pune APMC,Pointed gourd(Parval),4000.0
Maharashtra,Pune,Pune APMC,Drumstick,2000.0
Maharashtra,Pune,Pune APMC,Brinjal,2000.0
Maharashtra,Pune,Pune APMC,Corriander seed,11250.0
Maharashtra,Pune,Pune APMC,Green Chilli,4500.0
Maharashtra,Pune,Pune APMC,Rice,5500.0
Maharashtra,Pune,Pune APMC,Bengal Gram(Gram)(Whole),6400.0
Maharashtra,Pune,Pune APMC,Lentil(Masur)(Whole),7150.0
Maharashtra,Pune,Pune APMC,Gur(Jaggery),4263.0
Maharashtra,Pune,Pune APMC,Chikoos(Sapota),3000.0
Maharashtra,Pune,Pune APMC,Water Melon,1500.0
Maharashtra,Pune,Pune APMC,Banana,700.0
Maharashtra,Pune,Pune(Manjri) APMC,Grapes,4000.0
Maharashtra,Pune,Pune(Manjri) APMC,Papaya,1200.0
Maharashtra,Pune,Pune(Manjri) APMC,Bottle gourd,1500.0
Maharashtra,Pune,Pune(Manjri) APMC,Beans,4000.0
Maharashtra,Pune,Pune(Manjri) APMC,Chilly Capsicum,3000.0
Maharashtra,Pune,Pune(Manjri) APMC,Drumstick,3000.0
Maharashtra,Pune,Pune(Moshi) APMC,Papaya,2000.0
Maharashtra,Pune,Pune(Moshi) APMC,Orange,8500.0
Maharashtra,Pune,Pune(Moshi) APMC,Amla(Nelli Kai),5000.0
Maharashtra,Pune,Pune(Moshi) APMC,Ginger(Green),2750.0
Maharashtra,Pune,Pune(Moshi) APMC,Mango(Raw-Ripe),3000.0
Maharashtra,Pune,Pune(Moshi) APMC,Cucumbar(Kheera),900.0
